ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating_count
0375724370,Anil's Ghost (Vintage International),Michael Ondaatje,2001,Vintage Books USA,http://images.amazon.com/images/P/0375724370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375724370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375724370.01.LZZZZZZZ.jpg,58
0671014196,The Summerhouse,Jude Deveraux,2002,Pocket,http://images.amazon.com/images/P/0671014196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg,187
0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg,191
0553380095,The Heart of a Woman,Maya Angelou,1997,Bantam,http://images.amazon.com/images/P/0553380095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553380095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553380095.01.LZZZZZZZ.jpg,83
0525945938,Scarlet Feather,Maeve Binchy,2001,Dutton Books,http://images.amazon.com/images/P/0525945938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945938.01.LZZZZZZZ.jpg,67
0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,http://images.amazon.com/images/P/0385475721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg,104
1551667509,Haunted,Heather Graham,2003,Mira,http://images.amazon.com/images/P/1551667509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667509.01.LZZZZZZZ.jpg,57
0679405283,The Tale of the Body Thief (Vampire Chronicles),Anne Rice,1992,Alfred A. Knopf,http://images.amazon.com/images/P/0679405283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679405283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679405283.01.LZZZZZZZ.jpg,62
0515137111,Birthright,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515137111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515137111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515137111.01.LZZZZZZZ.jpg,58
0375406182,Plainsong,Kent Haruf,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0375406182.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375406182.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375406182.01.LZZZZZZZ.jpg,52
0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg,176
0345389964,A Son of the Circus,John Irving,1995,Ballantine Books,http://images.amazon.com/images/P/0345389964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345389964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345389964.01.LZZZZZZZ.jpg,77
0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg,148
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg,224
0670813648,Misery,Stephen King,1990,Viking Books,http://images.amazon.com/images/P/0670813648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670813648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670813648.01.LZZZZZZZ.jpg,50
0375504613,A Short Guide to a Happy Life,ANNA QUINDLEN,2000,Random House,http://images.amazon.com/images/P/0375504613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375504613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375504613.01.LZZZZZZZ.jpg,78
0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg,267
0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,http://images.amazon.com/images/P/0553274295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg,112
0446600253,"Bless Me, Ultima",Rudolfo Anaya,1994,Warner Books,http://images.amazon.com/images/P/0446600253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446600253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446600253.01.LZZZZZZZ.jpg,51
0316782262,All He Ever Wanted,Anita Shreve,2003,"Little, Brown",http://images.amazon.com/images/P/0316782262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316782262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316782262.01.LZZZZZZZ.jpg,57
0446530387,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2002,Warner Books,http://images.amazon.com/images/P/0446530387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530387.01.LZZZZZZZ.jpg,56
0375413634,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0375413634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375413634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375413634.01.LZZZZZZZ.jpg,96
0670031062,Must Love Dogs: A Novel,Claire Cook,2002,Viking Books,http://images.amazon.com/images/P/0670031062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670031062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670031062.01.LZZZZZZZ.jpg,55
0679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0679439382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg,87
0061098035,Burn Factor,Kyle Mills,2002,HarperTorch,http://images.amazon.com/images/P/0061098035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061098035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061098035.01.LZZZZZZZ.jpg,51
0804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books,http://images.amazon.com/images/P/0804108749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804108749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804108749.01.LZZZZZZZ.jpg,99
0425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425121631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425121631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg,99
0345402308,Fourth Procedure,STANLEY POTTINGER,1995,Ballantine Books,http://images.amazon.com/images/P/0345402308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345402308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345402308.01.LZZZZZZZ.jpg,53
0316693235,Violets Are Blue,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316693235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693235.01.LZZZZZZZ.jpg,118
0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425153975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425153975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425153975.01.LZZZZZZZ.jpg,115
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425119653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg,88
0553579983,And Then You Die,Iris Johansen,1998,Bantam,http://images.amazon.com/images/P/0553579983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg,94
0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399149325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149325.01.LZZZZZZZ.jpg,113
0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,http://images.amazon.com/images/P/0804114986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.LZZZZZZZ.jpg,257
0446611808,Envy,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446611808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg,143
0425178579,Betrayal in Death,Nora Roberts,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178579.01.LZZZZZZZ.jpg,88
1551669498,Girls Night,Stef Ann Holm,2002,Mira,http://images.amazon.com/images/P/1551669498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669498.01.LZZZZZZZ.jpg,70
0553802496,Odd Thomas,Dean Koontz,2003,Bantam,http://images.amazon.com/images/P/0553802496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553802496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553802496.01.LZZZZZZZ.jpg,80
0316603287,The Lake House,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316603287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.LZZZZZZZ.jpg,94
0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178102.01.LZZZZZZZ.jpg,103
0553580515,Passage,Connie Willis,2002,Bantam Books,http://images.amazon.com/images/P/0553580515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580515.01.LZZZZZZZ.jpg,58
0451208765,Sleep No More,Greg Iles,2003,Signet Book,http://images.amazon.com/images/P/0451208765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208765.01.LZZZZZZZ.jpg,98
0618129022,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618129022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618129022.01.LZZZZZZZ.jpg,62
0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books,http://images.amazon.com/images/P/0345423402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423402.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423402.01.LZZZZZZZ.jpg,81
0743454146,The Footprints of God : A Novel,Greg Iles,2004,Pocket Star,http://images.amazon.com/images/P/0743454146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743454146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743454146.01.LZZZZZZZ.jpg,52
0449223795,The Homing,John Saul,1995,Fawcett Books,http://images.amazon.com/images/P/0449223795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223795.01.LZZZZZZZ.jpg,54
0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin,http://images.amazon.com/images/P/0312144075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312144075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312144075.01.LZZZZZZZ.jpg,102
0156007479,Slammerkin,Emma Donoghue,2002,Harvest Books,http://images.amazon.com/images/P/0156007479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156007479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156007479.01.LZZZZZZZ.jpg,83
0786868619,Stolen Lives: Twenty Years in a Desert Jail,Malika Oufkir,2001,Talk Miramax Books,http://images.amazon.com/images/P/0786868619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868619.01.LZZZZZZZ.jpg,74
0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket,http://images.amazon.com/images/P/0671723650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671723650.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671723650.01.LZZZZZZZ.jpg,53
0451206525,Dead Sleep,Greg Iles,2002,Signet Book,http://images.amazon.com/images/P/0451206525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206525.01.LZZZZZZZ.jpg,113
0451167317,The Dark Half,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg,153
0345396936,Cry to Heaven,Anne Rice,1995,Ballantine Books,http://images.amazon.com/images/P/0345396936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345396936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345396936.01.LZZZZZZZ.jpg,85
0312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press,http://images.amazon.com/images/P/0312980159.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.LZZZZZZZ.jpg,155
0312979886,Female Intelligence,Jane Heller,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979886.01.LZZZZZZZ.jpg,51
0425173631,Witness in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425173631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425173631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425173631.01.LZZZZZZZ.jpg,52
0553212451,The Jungle (Bantam Classics),Upton Sinclair,1981,Bantam,http://images.amazon.com/images/P/0553212451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212451.01.LZZZZZZZ.jpg,50
0679454489,Merrick (Vampire Chronicles),Anne Rice,2000,Alfred A. Knopf,http://images.amazon.com/images/P/0679454489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679454489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679454489.01.LZZZZZZZ.jpg,65
0425176304,Judgment in Death,J. D. Robb,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425176304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425176304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425176304.01.LZZZZZZZ.jpg,50
0679720200,The Stranger,ALBERT CAMUS,1989,Vintage,http://images.amazon.com/images/P/0679720200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679720200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679720200.01.LZZZZZZZ.jpg,84
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg,257
0446670111,Einstein's Dreams,Alan Lightman,1994,Warner Books,http://images.amazon.com/images/P/0446670111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446670111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446670111.01.LZZZZZZZ.jpg,98
0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.LZZZZZZZ.jpg,88
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg,161
0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,http://images.amazon.com/images/P/0553279556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg,155
0345420438,The Tailor of Panama,John Le Carre,1997,Ballantine Books,http://images.amazon.com/images/P/0345420438.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345420438.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345420438.01.LZZZZZZZ.jpg,54
0451191013,The Regulators,Stephen King,2002,Signet Book,http://images.amazon.com/images/P/0451191013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.LZZZZZZZ.jpg,77
0375725849,Perfume: The Story of a Murderer (Vintage International),Patrick Suskind,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725849.01.LZZZZZZZ.jpg,66
0671701231,The Anastasia Syndrome,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671701231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671701231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671701231.01.LZZZZZZZ.jpg,92
0446605409,Plum Island,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg,112
0553280414,A Separate Peace,John Knowles,1985,Bantam Books,http://images.amazon.com/images/P/0553280414.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280414.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280414.01.LZZZZZZZ.jpg,99
0373484232,Stanislaski Sisters,Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373484232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484232.01.LZZZZZZZ.jpg,87
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.LZZZZZZZ.jpg,226
0064471837,Sabriel (The Abhorsen Trilogy),Garth Nix,1997,HarperTrophy,http://images.amazon.com/images/P/0064471837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471837.01.LZZZZZZZ.jpg,58
0345366239,The Eight,Katherine Neville,1995,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg,92
0330262130,Restaurant At the End of the Universe,Douglas Adams,0,Pan Books Ltd,http://images.amazon.com/images/P/0330262130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330262130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330262130.01.LZZZZZZZ.jpg,83
0684832178,CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),Kay Allenbaugh,1997,Fireside,http://images.amazon.com/images/P/0684832178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684832178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684832178.01.LZZZZZZZ.jpg,52
0380807343,Coraline,Neil Gaiman,2003,HarperTrophy,http://images.amazon.com/images/P/0380807343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.LZZZZZZZ.jpg,59
